species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
Adelie,Torgersen,41.1,17.6,182.50298086434606,3251.484849864107,FEMALE
Adelie,Torgersen,38.6,21.2,190.72384527022987,3861.2417021082647,MALE
Adelie,Torgersen,34.6,21.1,197.76988405209983,4459.186120292248,MALE
Adelie,Torgersen,36.6,17.8,185.85262588143974,3699.0591925096405,FEMALE
Adelie,Torgersen,38.7,19.0,196.2199657839475,3473.740658060514,FEMALE
Adelie,Torgersen,42.5,20.7,198.75125696026652,4423.500930607477,MALE
Adelie,Torgersen,34.4,18.4,184.11146201028285,3332.4340044750493,FEMALE
Adelie,Torgersen,46.0,21.5,195.7084263310432,4188.75090437059,MALE
Adelie,Biscoe,37.8,18.3,173.1831726246186,3341.881400467849,FEMALE
Adelie,Biscoe,37.7,18.7,178.2175979940014,3635.35094924203,MALE
Adelie,Biscoe,35.9,19.2,188.34607414956056,3827.532277353024,FEMALE
Adelie,Biscoe,38.2,18.1,185.50132091458633,3917.8971741188375,MALE
Adelie,Biscoe,38.8,17.2,178.74805046805997,3793.008841168071,MALE
Adelie,Biscoe,35.3,18.9,188.28168726541614,3752.8394987769298,FEMALE
Adelie,Biscoe,40.6,18.6,185.65281433933296,3536.5762212668583,MALE
Adelie,Biscoe,40.5,17.9,189.02348845069326,3224.0555052937075,FEMALE
Adelie,Biscoe,37.9,18.6,171.2832387643819,3158.440597197819,FEMALE
Adelie,Biscoe,40.5,18.9,179.50724925551754,3981.651915289858,MALE
Adelie,Dream,39.5,16.7,175.64740399535793,3270.990003407949,FEMALE
Adelie,Dream,37.2,18.1,178.87302379195992,3845.77140812915,MALE
Adelie,Dream,39.5,17.8,187.59566566627691,3299.5333340285392,FEMALE
Adelie,Dream,40.9,18.9,185.17669042387533,3948.7747366332615,MALE
Adelie,Dream,36.4,17.0,194.52895651600903,3319.786435318022,FEMALE
Adelie,Dream,39.2,21.1,197.12827723677572,4100.9283969346625,MALE
Adelie,Dream,38.8,20.0,190.19696842038255,3914.1767605847776,MALE
Adelie,Dream,42.2,18.5,180.3274902073666,3530.6280068299397,FEMALE
Adelie,Dream,37.6,19.3,179.80567356157275,3248.7726629459253,FEMALE
Adelie,Dream,39.8,19.1,182.72867014234026,4634.1863093229795,MALE
Adelie,Dream,36.5,18.0,183.56255224984218,3078.7769362674144,FEMALE
Adelie,Dream,40.8,18.4,196.10607592220794,3852.474302244825,MALE
Adelie,Dream,36.0,18.5,185.93323825129335,3147.7587799057446,FEMALE
Adelie,Dream,44.1,19.7,197.0490346277414,4372.689018882969,MALE
Adelie,Dream,37.0,16.9,185.2358436535657,3006.9650285814655,FEMALE
Adelie,Dream,39.6,18.8,190.18607172334305,4593.781729617162,MALE
Adelie,Dream,41.1,19.0,181.25893617681942,3379.211881079722,MALE
Adelie,Dream,37.5,18.9,179.51799081670555,2896.194258742015,
Adelie,Dream,36.0,17.9,190.53397536585595,3450.935192523413,FEMALE
Adelie,Dream,42.3,21.2,190.1914130683495,4223.958108818799,MALE
Adelie,Biscoe,39.6,17.7,186.63572023524674,3520.977950995269,FEMALE
Adelie,Biscoe,40.1,18.9,187.26794945793782,4279.694229294,MALE
Adelie,Biscoe,35.0,17.9,190.57901072478214,3385.1544551620873,FEMALE
Adelie,Biscoe,42.0,19.5,199.0343202731506,3949.548590362347,MALE
Adelie,Biscoe,34.5,18.1,185.1306794590066,2866.126807546372,FEMALE
Adelie,Biscoe,41.4,18.6,190.4474461067958,3657.936042731306,MALE
Adelie,Biscoe,39.0,17.5,185.2235724542246,3500.0358438713074,FEMALE
Adelie,Biscoe,40.6,18.8,192.72944699477256,3768.4337229841417,MALE
Adelie,Biscoe,36.5,16.6,178.64163080515172,2762.48708460419,FEMALE
Adelie,Biscoe,37.6,19.1,194.1622362010673,3813.4975980876525,MALE
Adelie,Biscoe,35.7,16.9,185.61490450812212,3172.665922766729,FEMALE
Adelie,Biscoe,41.3,21.1,195.88453508474228,4281.634600533309,MALE
Adelie,Biscoe,37.6,17.0,185.592334211804,3636.1525157361993,FEMALE
Adelie,Biscoe,41.1,18.2,189.74484747801526,4130.568604268851,MALE
Adelie,Biscoe,36.4,17.1,182.76037283621594,2902.805838626084,FEMALE
Adelie,Biscoe,41.6,18.0,193.8430563769247,3892.453005370697,MALE
Adelie,Biscoe,35.5,16.2,195.5255113370234,3392.455391190997,FEMALE
Adelie,Biscoe,41.1,19.1,186.78465160090892,4080.1044824612154,MALE
Adelie,Torgersen,35.9,16.6,190.2135357850155,3108.6704673156614,FEMALE
Adelie,Torgersen,41.8,19.4,198.20315705725568,4381.077419769653,MALE
Adelie,Torgersen,33.5,19.0,189.97652797524245,3554.3116410998255,FEMALE
Adelie,Torgersen,39.7,18.4,188.90365808181016,3779.4690064229258,MALE
Adelie,Torgersen,39.6,17.2,197.1361917058465,3556.5758153418287,FEMALE
Adelie,Torgersen,45.8,18.9,195.979249322448,4166.799563219818,MALE
Adelie,Torgersen,35.5,17.5,188.34583821606643,3712.4677376825675,FEMALE
Adelie,Torgersen,42.8,18.5,195.41430328822594,4310.264477951296,MALE
Adelie,Torgersen,40.9,16.8,192.4256436586342,3750.1640718527324,FEMALE
Adelie,Torgersen,37.2,19.4,184.53573320747037,3915.0530134772607,MALE
Adelie,Torgersen,36.2,16.1,188.13370196090807,3532.781351600894,FEMALE
Adelie,Torgersen,42.1,19.1,196.41212696629995,3928.0419032795785,MALE
Adelie,Torgersen,34.6,17.2,191.39087936231851,3189.674507299618,FEMALE
Adelie,Torgersen,42.9,17.6,195.20395859223936,4722.405928195575,MALE
Adelie,Torgersen,36.7,18.8,187.12920346829986,3785.5090568094524,FEMALE
Adelie,Torgersen,35.1,19.4,191.28722527930444,4223.145128034574,MALE
Adelie,Dream,37.3,17.8,190.91552090779567,3328.413110466186,FEMALE
Adelie,Dream,41.3,20.3,192.65581429290674,3540.3515865318354,MALE
Adelie,Dream,36.3,19.5,191.18472365817112,3770.246592792201,MALE
Adelie,Dream,36.9,18.6,188.27964409165298,3530.44353962386,FEMALE
Adelie,Dream,38.3,19.2,189.2171102379871,3990.4037252156595,MALE
Adelie,Dream,38.9,18.8,190.5733167790108,3576.833602637418,FEMALE
Adelie,Dream,35.7,18.0,202.0378627514017,3580.4321141448677,FEMALE
Adelie,Dream,41.1,18.1,204.8160706408128,4304.37324084457,MALE
Adelie,Dream,34.0,17.1,184.59627067421678,3382.2680363324644,FEMALE
Adelie,Dream,39.6,18.1,186.4037723778394,4443.141832812053,MALE
Adelie,Dream,36.2,17.3,188.77699726281404,3273.683459970419,FEMALE
Adelie,Dream,40.8,18.9,207.0398341297761,4324.94163463037,MALE
Adelie,Dream,38.1,18.6,190.50781622124725,3685.1597275293,FEMALE
Adelie,Dream,40.3,18.5,195.1930032984221,4432.7419610569505,MALE
Adelie,Dream,33.1,16.1,178.38151652012766,2847.1740743956634,FEMALE
Adelie,Dream,43.2,18.5,192.02334901305096,4071.4904139340733,MALE
Adelie,Biscoe,35.0,17.9,191.4106755715194,3664.835233963747,FEMALE
Adelie,Biscoe,41.0,20.0,203.5998230236865,4732.654427632136,MALE
Adelie,Biscoe,37.7,16.0,183.49928802110756,3007.591425970044,FEMALE
Adelie,Biscoe,37.8,20.0,190.48143772624263,4281.164416451532,MALE
Adelie,Biscoe,37.9,18.6,192.2072546836884,2971.7331560253137,FEMALE
Adelie,Biscoe,39.7,18.9,184.74860176136605,3510.1291688013102,MALE
Adelie,Biscoe,38.6,17.2,199.59174078473777,3736.366735934916,FEMALE
Adelie,Biscoe,38.2,20.0,189.67978652842035,3958.075359356234,MALE
Adelie,Biscoe,38.1,17.0,180.08997494771438,3220.5738994275703,FEMALE
Adelie,Biscoe,43.2,19.0,197.10097621248687,4842.573866923608,MALE
Adelie,Biscoe,38.1,16.5,197.92199875735528,3786.685463249332,FEMALE
Adelie,Biscoe,45.6,20.3,190.4208437007974,4605.919604006631,MALE
Adelie,Biscoe,39.7,17.7,191.49052068434744,3249.4768319642744,FEMALE
Adelie,Biscoe,42.2,19.5,198.19519587341543,4230.162357659685,MALE
Adelie,Biscoe,39.6,20.7,190.79121940371652,3808.665672775241,FEMALE
Adelie,Biscoe,42.7,18.3,196.85408619427255,4040.649663378156,MALE
Adelie,Torgersen,38.6,17.0,188.33363948377777,2898.4672971300743,FEMALE
Adelie,Torgersen,37.3,20.5,201.09938288588492,3829.810602209103,MALE
Adelie,Torgersen,35.7,17.0,188.25365136069533,3415.933569909111,FEMALE
Adelie,Torgersen,41.1,18.6,188.79421105376508,3392.301443075851,MALE
Adelie,Torgersen,36.2,17.2,187.02309625761058,3075.824357668801,FEMALE
Adelie,Torgersen,37.7,19.8,196.59741950068144,3549.6939287244695,MALE
Adelie,Torgersen,40.2,17.0,177.65616465178053,3433.168024142042,FEMALE
Adelie,Torgersen,41.4,18.5,200.52785208785474,3864.8716646224902,MALE
Adelie,Torgersen,35.2,15.9,185.59818550395894,3086.233578336459,FEMALE
Adelie,Torgersen,40.6,19.0,198.75071339737474,3920.2611883050054,MALE
Adelie,Torgersen,38.8,17.6,190.33022570538213,3257.938964341244,FEMALE
Adelie,Torgersen,41.5,18.3,195.08405512884477,4261.572029312378,MALE
Adelie,Torgersen,39.0,17.1,190.14969120162576,3068.3615317950007,FEMALE
Adelie,Torgersen,44.1,18.0,210.6967899525127,4017.042326457087,MALE
Adelie,Torgersen,38.5,17.9,189.32737272862826,3297.920267032806,FEMALE
Adelie,Torgersen,43.1,19.2,197.61493861044514,3530.6452308771154,MALE
Adelie,Dream,36.8,18.5,191.09430588994184,3488.1476237870806,FEMALE
Adelie,Dream,37.5,18.5,199.77513061546298,4470.078310478076,MALE
Adelie,Dream,38.1,17.6,186.98792711370666,3433.3886899518293,FEMALE
Adelie,Dream,41.1,17.5,190.47841139274553,3886.695278403412,MALE
Adelie,Dream,35.6,17.5,191.39966825959633,3196.1191788169067,FEMALE
Adelie,Dream,40.2,20.1,198.89188082904562,3954.782534320881,MALE
Adelie,Dream,37.0,16.5,186.3338120367068,3426.0595568379886,FEMALE
Adelie,Dream,39.7,17.9,193.75767654784622,4229.165815566296,MALE
Adelie,Dream,40.2,17.1,193.0399185213919,3423.0588522576563,FEMALE
Adelie,Dream,40.6,17.2,186.9645399666916,3530.5243745809767,MALE
Adelie,Dream,32.1,15.5,187.7159519722391,3086.3757425295003,FEMALE
Adelie,Dream,40.7,17.0,190.10906285078306,3714.534325717376,MALE
Adelie,Dream,37.3,16.8,192.6213024050817,2993.1518292075616,FEMALE
Adelie,Dream,39.0,18.7,183.5310940002048,3590.568586365256,MALE
Adelie,Dream,39.2,18.6,189.3548688870445,4085.5530421613967,MALE
Adelie,Dream,36.6,18.4,184.56078852505937,3477.514251049274,FEMALE
Adelie,Dream,36.0,17.8,196.26310479428534,3455.944489950765,FEMALE
Adelie,Dream,37.8,18.1,192.73796912570907,3725.8124038032197,MALE
Adelie,Dream,36.0,17.1,186.93654685809284,3687.4372858608003,FEMALE
Adelie,Dream,41.5,18.5,198.27699973332426,4041.0799594669634,MALE
Chinstrap,Dream,46.5,17.9,192.4536687477113,3494.1696232242225,FEMALE
Chinstrap,Dream,50.0,19.5,195.94545546184463,3869.2242416010936,MALE
Chinstrap,Dream,51.3,19.2,194.22384035989214,3695.1482958911,MALE
Chinstrap,Dream,45.4,18.7,188.83114153632343,3505.7381965211803,FEMALE
Chinstrap,Dream,52.7,19.8,196.16048692451233,3764.045306709302,MALE
Chinstrap,Dream,45.2,17.8,197.178733379711,3962.57641262398,FEMALE
Chinstrap,Dream,46.1,18.2,177.91543130497772,3230.269567619577,FEMALE
Chinstrap,Dream,51.3,18.2,197.9701448384096,3799.497273918049,MALE
Chinstrap,Dream,46.0,18.9,196.48248885353559,4132.401122728123,FEMALE
Chinstrap,Dream,51.3,19.9,197.5866908767846,3655.6748677056357,MALE
Chinstrap,Dream,46.6,17.8,193.96231024442537,3837.964905267861,FEMALE
Chinstrap,Dream,51.7,20.3,193.55688178582866,3817.5041308840205,MALE
Chinstrap,Dream,47.0,17.3,185.23939603838394,3688.5099165547695,FEMALE
Chinstrap,Dream,52.0,18.1,199.89415399704,4058.677047270418,MALE
Chinstrap,Dream,45.9,17.1,190.80796019883164,3568.9964901325266,FEMALE
Chinstrap,Dream,50.5,19.6,202.95333703928168,4053.396506542097,MALE
Chinstrap,Dream,50.3,20.0,196.38437326670322,3330.9645609002228,MALE
Chinstrap,Dream,58.0,17.8,180.75749069805383,3739.380562495364,FEMALE
Chinstrap,Dream,46.4,18.6,190.0971495615912,3347.826619227152,FEMALE
Chinstrap,Dream,49.2,18.2,194.6061582834625,4437.961524678834,MALE
Chinstrap,Dream,42.4,17.3,180.2364511164373,3628.4625711351673,FEMALE
Chinstrap,Dream,48.5,17.5,191.06462544245747,3339.1834317183097,MALE
Chinstrap,Dream,43.2,16.6,187.63129181482185,2876.711582225231,FEMALE
Chinstrap,Dream,50.6,19.4,194.95538115437452,3830.296017005787,MALE
Chinstrap,Dream,46.7,17.9,194.9750745654425,3308.156510068155,FEMALE
Chinstrap,Dream,52.0,19.0,195.60095332772977,4195.673553075652,MALE
Chinstrap,Dream,50.5,18.4,200.3972639060195,3422.6029092360855,FEMALE
Chinstrap,Dream,49.5,19.0,199.6515109346599,3850.9104843347295,MALE
Chinstrap,Dream,46.4,17.8,192.00207155081682,3719.0346993595876,FEMALE
Chinstrap,Dream,52.8,20.0,204.12648605763872,4423.346961197606,MALE
Chinstrap,Dream,40.9,16.6,187.1727564881566,3229.5743080171696,FEMALE
Chinstrap,Dream,54.2,20.8,200.02991954952296,4296.8822415870345,MALE
Chinstrap,Dream,42.5,16.7,186.5210706510802,3366.0475447054896,FEMALE
Chinstrap,Dream,51.0,18.8,202.5666047472977,4071.290195208167,MALE
Chinstrap,Dream,49.7,18.6,195.13187043816865,3563.4105930381697,MALE
Chinstrap,Dream,47.5,16.8,197.56627107221485,3814.3690688025313,FEMALE
Chinstrap,Dream,47.6,18.3,194.66747174856602,3790.0119325181554,FEMALE
Chinstrap,Dream,52.0,20.7,209.29929294160758,4811.300297595699,MALE
Chinstrap,Dream,46.9,16.6,192.1237370965471,2731.2123872282414,FEMALE
Chinstrap,Dream,53.5,19.9,205.393209587461,4524.842361733651,MALE
Chinstrap,Dream,49.0,19.5,210.1105745607823,3938.467052856586,MALE
Chinstrap,Dream,46.2,17.5,187.1908360530905,3638.998000047248,FEMALE
Chinstrap,Dream,50.9,19.1,195.75724723972587,3526.6482604616303,MALE
Chinstrap,Dream,45.5,17.0,195.0955279798176,3442.2076034014035,FEMALE
Chinstrap,Dream,50.9,17.9,196.42676919962588,3608.3725653702295,FEMALE
Chinstrap,Dream,50.8,18.5,200.67035722936842,4496.583351182804,MALE
Chinstrap,Dream,50.1,17.9,190.04539716471393,3453.3315469729396,FEMALE
Chinstrap,Dream,49.0,19.6,214.31932324644583,4350.698139506658,MALE
Chinstrap,Dream,51.5,18.7,187.02443854007225,3204.742151529176,MALE
Chinstrap,Dream,49.8,17.3,199.59098358976195,3697.6672765687563,FEMALE
Chinstrap,Dream,48.1,16.4,198.90464641242252,3277.640893898312,FEMALE
Chinstrap,Dream,51.4,19.0,199.71281388689985,3985.997811140004,MALE
Chinstrap,Dream,45.7,17.3,192.40025119613708,3616.3863261733945,FEMALE
Chinstrap,Dream,50.7,19.7,203.2100576180134,4037.1287525649536,MALE
Chinstrap,Dream,42.5,17.3,184.6887863954202,3332.688894351399,FEMALE
Chinstrap,Dream,52.2,18.8,198.92016569257643,3408.4272736245503,MALE
Chinstrap,Dream,45.2,16.6,190.7226595664526,3208.6599073244915,FEMALE
Chinstrap,Dream,49.3,19.9,202.522937569842,4078.3109818121784,MALE
Chinstrap,Dream,50.2,18.8,202.97269775651824,3793.7484658800963,MALE
Chinstrap,Dream,45.6,19.4,193.7576512497894,3523.1615884135945,FEMALE
Chinstrap,Dream,51.9,19.5,207.42118805307686,3972.978161131576,MALE
Chinstrap,Dream,46.8,16.5,188.62330109997208,3606.563979426653,FEMALE
Chinstrap,Dream,45.7,17.0,195.06609722603727,3671.7207096553857,FEMALE
Chinstrap,Dream,55.8,19.8,206.9063146009479,3983.0887979413865,MALE
Chinstrap,Dream,43.5,18.1,201.69329980360382,3464.060141052105,FEMALE
Chinstrap,Dream,49.6,18.2,191.23199612518286,3732.6596904467497,MALE
Chinstrap,Dream,50.8,19.0,211.01508878936963,4081.188567371787,MALE
Chinstrap,Dream,50.2,18.7,199.02426907318699,3758.9858198523684,FEMALE
Gentoo,Biscoe,46.1,13.2,209.75886860965213,4524.239891590631,FEMALE
Gentoo,Biscoe,50.0,16.3,231.00007958573102,5725.287965196928,MALE
Gentoo,Biscoe,48.7,14.1,209.99580802350866,4404.611213000427,FEMALE
Gentoo,Biscoe,50.0,15.2,217.80970862570993,5652.355721313389,MALE
Gentoo,Biscoe,47.6,14.5,215.46915194158703,5388.604078697064,MALE
Gentoo,Biscoe,46.5,13.5,210.99219746005642,4530.002573359404,FEMALE
Gentoo,Biscoe,45.4,14.6,210.7225425160074,4852.293081506852,FEMALE
Gentoo,Biscoe,46.7,15.3,219.14065177300705,5273.466528247594,MALE
Gentoo,Biscoe,43.3,13.4,209.43217540619597,4345.07996668241,FEMALE
Gentoo,Biscoe,46.8,15.4,213.74564712694252,5110.757786484256,MALE
Gentoo,Biscoe,40.9,13.7,216.23786918948213,4718.12579790107,FEMALE
Gentoo,Biscoe,49.0,16.1,215.89060745605303,5493.579352982362,MALE
Gentoo,Biscoe,45.5,13.7,214.01990298914745,4641.499057430525,FEMALE
Gentoo,Biscoe,48.4,14.6,211.88953157219044,5918.063955145264,MALE
Gentoo,Biscoe,45.8,14.6,210.4297756964091,4187.229051117645,FEMALE
Gentoo,Biscoe,49.3,15.7,217.10228622160648,5861.988760649451,MALE
Gentoo,Biscoe,42.0,13.5,210.1891709740176,4152.300725984606,FEMALE
Gentoo,Biscoe,49.2,15.2,222.85024785698957,6343.9298572799735,MALE
Gentoo,Biscoe,46.2,14.5,209.9485701156708,4747.013418787449,FEMALE
Gentoo,Biscoe,48.7,15.1,222.18298341590824,5293.813037390791,MALE
Gentoo,Biscoe,50.2,14.3,218.76432972080883,5634.160835111248,MALE
Gentoo,Biscoe,45.1,14.5,216.2582121388796,4959.269119944777,FEMALE
Gentoo,Biscoe,46.5,14.5,212.9248611492458,4375.695482235078,FEMALE
Gentoo,Biscoe,46.3,15.8,214.5193429747566,5048.845792890619,MALE
Gentoo,Biscoe,42.9,13.1,215.14001728212088,4999.672531665982,FEMALE
Gentoo,Biscoe,46.1,15.1,214.1052704306823,5185.536488001543,MALE
Gentoo,Biscoe,44.5,14.3,217.09656858489734,4070.3929837238074,
Gentoo,Biscoe,47.8,15.0,213.40205273065507,5592.462215762541,MALE
Gentoo,Biscoe,48.2,14.3,210.26442573103918,4713.139694471189,FEMALE
Gentoo,Biscoe,50.0,15.3,222.06020931096702,5540.75238562812,MALE
Gentoo,Biscoe,47.3,15.3,221.9301695199792,5225.3176345208585,MALE
Gentoo,Biscoe,42.8,14.2,208.9806202332573,4693.107383852248,FEMALE
Gentoo,Biscoe,45.1,14.5,205.4973627617525,5115.263322518553,FEMALE
Gentoo,Biscoe,59.6,17.0,230.0741073649719,6011.781906523919,MALE
Gentoo,Biscoe,49.1,14.8,219.86195308225297,5153.443161309596,FEMALE
Gentoo,Biscoe,48.4,16.3,219.4506812638661,5414.709609948312,MALE
Gentoo,Biscoe,42.6,13.7,213.70248976610011,4943.312538063141,FEMALE
Gentoo,Biscoe,44.4,17.3,219.91050480645717,5305.410073162563,MALE
Gentoo,Biscoe,44.0,13.6,207.24258576519776,4354.867114221988,FEMALE
Gentoo,Biscoe,48.7,15.7,208.14161369541065,5382.6622991677605,MALE
Gentoo,Biscoe,42.7,13.7,208.32097781034307,3994.290609174099,FEMALE
Gentoo,Biscoe,49.6,16.0,224.72004011737465,5673.280554251142,MALE
Gentoo,Biscoe,45.3,13.7,210.1099755992567,4233.522946100445,FEMALE
Gentoo,Biscoe,49.6,15.0,218.15458252228595,4700.353411775716,MALE
Gentoo,Biscoe,50.5,15.9,222.42801482797097,5500.81468472455,MALE
Gentoo,Biscoe,43.6,13.9,215.79717374307413,4857.4115800209465,FEMALE
Gentoo,Biscoe,45.5,13.9,210.0125702158017,4260.429025045727,FEMALE
Gentoo,Biscoe,50.5,15.9,224.26580002445542,5327.075163675196,MALE
Gentoo,Biscoe,44.9,13.3,212.57797644938233,5123.395216671188,FEMALE
Gentoo,Biscoe,45.2,15.8,215.25536776595007,5256.046202237544,MALE
Gentoo,Biscoe,46.6,14.2,210.89340220548723,4825.843876865407,FEMALE
Gentoo,Biscoe,48.5,14.1,221.1038569095904,5279.730035173204,MALE
Gentoo,Biscoe,45.1,14.4,210.0785122945944,4408.879158017055,FEMALE
Gentoo,Biscoe,50.1,15.0,225.18654056549545,5072.44680709863,MALE
Gentoo,Biscoe,46.5,14.4,217.1965889415411,5001.476343841407,FEMALE
Gentoo,Biscoe,45.0,15.4,219.75200207323408,5048.191169328222,MALE
Gentoo,Biscoe,43.8,13.9,209.04006521916895,4306.863397789387,FEMALE
Gentoo,Biscoe,45.5,15.0,219.7793840299185,5026.044046651128,MALE
Gentoo,Biscoe,43.2,14.5,206.5834954836823,4401.036417248793,FEMALE
Gentoo,Biscoe,50.4,15.3,224.65854261156838,5567.927786021292,MALE
Gentoo,Biscoe,45.3,13.8,208.73571931582055,4200.716570674455,FEMALE
Gentoo,Biscoe,46.2,14.9,221.0077021233283,5230.215832106039,MALE
Gentoo,Biscoe,45.7,13.9,215.1876340225484,4385.989088516601,FEMALE
Gentoo,Biscoe,54.3,15.7,230.70037884352837,5650.538944862246,MALE
Gentoo,Biscoe,45.8,14.2,219.7791573776822,4672.296236208744,FEMALE
Gentoo,Biscoe,49.8,16.8,229.5930253057893,5591.538740683959,MALE
Gentoo,Biscoe,46.2,14.4,213.62182523438818,4688.086383385484,
Gentoo,Biscoe,49.5,16.2,228.06016270311608,5736.77442915839,MALE
Gentoo,Biscoe,43.5,14.2,221.7105553334615,4784.214008191768,FEMALE
Gentoo,Biscoe,50.7,15.0,222.79516677421407,5625.048453825824,MALE
Gentoo,Biscoe,47.7,15.0,217.53928282069322,4789.785132585415,FEMALE
Gentoo,Biscoe,46.4,15.6,221.15940047818506,4947.229393231478,MALE
Gentoo,Biscoe,48.2,15.6,221.87303456373454,5023.171833180817,MALE
Gentoo,Biscoe,46.5,14.8,217.30617589103002,5210.958554197853,FEMALE
Gentoo,Biscoe,46.4,15.0,214.15941635624563,4790.198255002181,FEMALE
Gentoo,Biscoe,48.6,16.0,230.75316295053963,5789.206829298709,MALE
Gentoo,Biscoe,47.5,14.2,209.04496254930476,4655.264927434374,FEMALE
Gentoo,Biscoe,51.1,16.3,219.06399263996207,5994.469690134079,MALE
Gentoo,Biscoe,45.2,13.8,215.11551503893298,4766.770812350038,FEMALE
Gentoo,Biscoe,45.2,16.4,222.1824052686486,6027.64955603228,MALE
Gentoo,Biscoe,49.1,14.5,212.11009406049587,4635.77582055569,FEMALE
Gentoo,Biscoe,52.5,15.6,221.40509377086906,5447.709813921103,MALE
Gentoo,Biscoe,47.4,14.6,210.45572972651138,4795.390112841149,FEMALE
Gentoo,Biscoe,50.0,15.9,223.22935633185227,5326.42375737039,MALE
Gentoo,Biscoe,44.9,13.8,212.98914510004718,4757.268376072465,FEMALE
Gentoo,Biscoe,50.8,17.3,228.17234762129542,5615.335098590505,MALE
Gentoo,Biscoe,43.4,14.4,217.53918732560535,4539.010882930442,FEMALE
Gentoo,Biscoe,51.3,14.2,217.5885431474355,5326.928453550379,MALE
Gentoo,Biscoe,47.5,14.0,212.73012106943617,4841.837953357527,FEMALE
Gentoo,Biscoe,52.1,17.0,230.04010384354186,5615.405285469721,MALE
Gentoo,Biscoe,47.5,15.0,216.87225004916039,5016.809651931353,FEMALE
Gentoo,Biscoe,52.2,17.1,228.765438888989,5357.564488065644,MALE
Gentoo,Biscoe,45.5,14.5,210.64169723608305,4759.519934279784,FEMALE
Gentoo,Biscoe,49.5,16.1,224.30656094199915,5628.613312070043,MALE
Gentoo,Biscoe,44.5,14.7,212.99399523961873,4930.387142416671,FEMALE
Gentoo,Biscoe,50.8,15.7,226.12797088070513,5212.235211470597,MALE
Gentoo,Biscoe,49.4,15.8,217.26931371542474,4981.762809577031,MALE
Gentoo,Biscoe,46.9,14.6,221.9901804158607,4934.379579513762,FEMALE
Gentoo,Biscoe,48.4,14.4,202.444312707631,4644.077617543145,FEMALE
Gentoo,Biscoe,51.1,16.5,223.78367463364782,5190.616066142774,MALE
Gentoo,Biscoe,48.5,15.0,217.71204975760548,4879.101666652897,FEMALE
Gentoo,Biscoe,55.9,17.0,225.20454577825703,5659.03160580776,MALE
Gentoo,Biscoe,47.2,15.5,213.8703363211423,5002.683666280178,FEMALE
Gentoo,Biscoe,49.1,15.0,228.69932334678103,5436.674766998474,MALE
Gentoo,Biscoe,47.3,13.8,214.6417917793173,4627.2974930412865,
Gentoo,Biscoe,46.8,16.1,214.42732480243276,5522.096524048555,MALE
Gentoo,Biscoe,41.7,14.7,209.7274913285625,4774.6038512796895,FEMALE
Gentoo,Biscoe,53.4,15.8,220.6202116538461,5455.086418058766,MALE
Gentoo,Biscoe,43.3,14.0,205.32315988410343,4558.605009978224,FEMALE
Gentoo,Biscoe,48.1,15.1,209.300580437452,5412.494945181473,MALE
Gentoo,Biscoe,50.5,15.2,215.59960610262272,4979.471722489203,FEMALE
Gentoo,Biscoe,49.8,15.9,227.42776040348204,6007.16893622414,MALE
Gentoo,Biscoe,43.5,15.2,213.38082107161298,4696.101905380959,FEMALE
Gentoo,Biscoe,51.5,16.3,229.23640195709407,5558.945390766492,MALE
Gentoo,Biscoe,46.2,14.1,215.6268494853915,4316.77259367057,FEMALE
Gentoo,Biscoe,55.1,16.0,228.84262825838584,5873.43902343621,MALE
Gentoo,Biscoe,44.5,15.7,218.54134123866007,4912.414114172281,
Gentoo,Biscoe,48.8,16.2,223.37584321232725,5978.377513852607,MALE
Gentoo,Biscoe,47.2,13.7,211.94529680295105,4859.010648507944,FEMALE
Gentoo,Biscoe,,,,,
Gentoo,Biscoe,46.8,14.3,215.78730920089112,4856.470542198705,FEMALE
Gentoo,Biscoe,50.4,15.7,222.44560947078358,5657.802393131731,MALE
Gentoo,Biscoe,45.2,14.8,211.52168382899586,5161.926320755074,FEMALE
Gentoo,Biscoe,49.9,16.1,211.90306969274138,5356.142165201873,MALE
Adelie,Torgersen,39.1,18.7,179.84831147630737,3757.5353816719767,MALE
Adelie,Torgersen,39.5,17.4,187.26977872006103,3828.104588604307,FEMALE
Adelie,Torgersen,40.3,18.0,195.97341038289252,3130.635436905751,FEMALE
Adelie,Torgersen,,,,,
Adelie,Torgersen,36.7,19.3,192.5632647388084,3439.1359579818795,FEMALE
Adelie,Torgersen,39.3,20.6,188.31802271711217,3575.7111051346465,MALE
Adelie,Torgersen,38.9,17.8,180.82340423177888,3618.675527959208,FEMALE
Adelie,Torgersen,39.2,19.6,195.17034007782794,4770.7233514398395,MALE
Adelie,Torgersen,34.1,18.1,193.2413366280297,3457.2866517917,
Adelie,Torgersen,42.0,20.2,189.76001343038774,4211.6761310496495,
Adelie,Torgersen,37.8,17.1,187.71585563011163,3346.0340584813785,
Adelie,Torgersen,37.8,17.3,179.91882244973698,3648.044328252677,
Adelie,Torgersen,41.1,17.6,182.3126162256099,3231.4269986889044,FEMALE
Adelie,Torgersen,38.6,21.2,189.5585803381056,3741.4827727967486,MALE
Adelie,Torgersen,34.6,21.1,197.48157512414858,4404.461497719777,MALE
Adelie,Torgersen,36.6,17.8,185.88442408772931,3724.3721240226228,FEMALE
